"","sampleid2","ID","KMP.ID","Birthday","Month","Treatment","Sex","Rank","Cohort","Age.Days","Age.Months","Group","Litter","Mother","days.RX","Capture.Birth","Preg.stage","Littercode","Preg.end","Outcome","Litter.Size","Sex.Ratio","Capture.Date","Average.Weight.5.days","Group.size","Total.monthly.Rainfall","Average.monthly.AirTempMin","Average.monthly..AirTempMax","Cap.time","Bleed.St","Bleed.end","Cap.Bleed","Blood.Sample.no","E.pg.ml","A4.ng.ml","T.ng.ml","S.ng.ml","IGF.1.ng.ml","Morpometric.observor","HF.1","HF.2","HF.3","HINDFOOT.avrg","HF.w.o.C.1","HF.w.o.C.2","HF.w.o.C.3","HINDFOOT.w.o.CLAW.avrg","FA.1","FA.2","FA.3","FOREARM.avrg","W.1","W.2","W.3","WRIST.avrg","W.w.o.C.1","W.w.o.C.2","W.w.o.C.3","WRIST.w.o.CLAW.avrg","SW.1","SW.2","SW.3","SKULL.WIDTH.avrg","SL.1","SL.2","SL.3","SKULL.LENGTH.avrg","AGD1","AGD2","AGD3","AGD.AVRG","AGD.observor","BODY.LENGTH..CM.","MORPHS","X2D4D","Extraction.no.","date","ConditionResiduals","ConditionResiduals_scaled","Total.monthly.Rainfall_scaled"
"237",331,331,"VLM210","8-Jan-14","7-Jul-14","S","M","S",3,182,6,"LAZULI","VL1401","VLF194",NA,NA,NA,NA,NA,NA,NA,NA,"9-Jul-14",492.3333333,7,0,0.240935147,21.72279625,"8:59:00","9:06:00","9:08:00",7,"5008",134.654,0.091,0.022,NA,56.7,"DEBS",66.27,66.1,66,66.12333333,60.12,60.16,59.79,60.02333333,57.31,57.15,57.21,57.22333333,52.55,"52.23",52.4,52.39333333,40.16,40.17,39.95,40.09333333,39.46,39.92,38.6,38.99333333,74.87,75.24,"75.48",75.2,15.26,14.46,15.22,14.98,"DEBS",NA,"YES",NA,NA,2014-07-07,27.3007903687728,0.20906063581336,-0.353306891801668
"238",332,332,"VLM211","8-Jan-14","7-Jul-14","S","M","S",3,182,6,"LAZULI","VL1401","VLF194",NA,NA,NA,NA,NA,NA,NA,NA,"9-Jul-14",478.6666667,7,0,0.240935147,21.72279625,"9:23:00","9:31:00","9:36:00",8,"5007",123.583,0.233,0.022,NA,NA,"DEBS",65.64,65.23,64.88,65.25,59.91,59.39,58.55,59.28333333,58.93,58.68,58.49,58.7,52.81,"52.24",52.06,52.37,42.98,42.67,42.65,42.76666667,39.85,40.59,39.85,39.76333333,75.35,75.44,"75.09",75.29,15.84,15.37,15.65,15.62,"DEBS",NA,"YES",1.071480104,NA,2014-07-07,24.8372335826926,0.191229341366327,-0.353306891801668
"239",334,334,"VEKM024","24-Jan-14","23-Jul-14","F","M","S",3,181,6,"EWOKS","VEK1401","VKUF005",17,NA,NA,NA,NA,NA,NA,NA,"24-Jul-14",451.5,14.4,0,-0.258197134,22.46560406,"8:27:00","8:40:00","8:42:00",13,"5157",183.7268571,0.382666667,0.682,NA,106.44,"DEBS",65.75,65.46,65.41,65.54,59.29,60.03,59.64,59.65333333,56.02,56.28,56.11,56.13666667,51.42,"51.54",51.19,51.38333333,40.95,41.01,40.87,40.94333333,40.23,41.68,39.55,40.15333333,71.81,72.08,"72.22",72.04,17.23,17.68,17.87,17.59333333,"DEBS",NA,"YES",1.039446331,NA,2014-07-23,-6.04954974910575,-0.0323300793959292,-0.353306891801668
"240",335,335,"VEKF025","24-Jan-14","23-Jul-14","F","F","S",3,181,6,"EWOKS","VEK1401","VKUF005",17,NA,NA,NA,NA,NA,NA,NA,"24-Jul-14",449,14.4,0,-0.258197134,22.46560406,"9:00:00","9:12:00","9:18:00",12,"5156",126.768,0.264,0.022,NA,NA,"DEBS",63.68,63.65,62.99,63.44,59.23,59.01,58.97,59.07,54.9,54.74,54.15,54.59666667,51.13,"51.11",51.07,51.10333333,40.85,40.72,40.8,40.79,39.12,39.8,38.7,38.87333333,70.4,70.17,"70.21",70.26,4.28,4.04,4.19,4.17,"DEBS",NA,"YES",1.14954881,NA,2014-07-23,28.9912108915864,0.221295947884066,-0.353306891801668
"242",337,337,"VEKF021","5-Nov-13","2-Aug-14","C","F","S",3,273,9,"EWOKS","VEK1303","VKUF005",NA,NA,NA,NA,NA,NA,NA,NA,"5-Aug-14",489,13,0,-1.726928731,21.68540344,"8:06:00","8:17:00","8:17:00",11,"5225",949.871,10.384,14.016,NA,113.08,"DEBS",64.33,63.86,63.67,63.95333333,59.09,58.82,58.79,58.9,58.81,58.97,58.96,58.91333333,51.38,"51.8",51.84,51.67333333,40.11,40.08,40.07,40.08666667,39.72,40.38,38.83,39.31,74.11,74.12,"74.02",74.08,4.72,4.05,4.26,4.343333333,"DEBS",NA,"YES",1.140407342,31,2014-08-02,62.8547433560886,0.466401163969615,-0.353306891801668
"243",338,338,"VEKF023","5-Nov-13","2-Aug-14","C","F","S",3,273,9,"EWOKS","VEK1303","VKUF005",NA,NA,NA,NA,NA,NA,NA,NA,"5-Aug-14",494.75,13,0,-1.726928731,21.68540344,"8:30:00","8:42:00","8:47:00",12,"5226",266.264,3.997,5.472,NA,122.32,"DEBS",64.62,64.61,64.44,64.55666667,58.55,58.36,57.94,58.28333333,57.74,57.31,57.62,57.55666667,50.47,"49.99",50.18,50.21333333,39.89,39.77,39.86,39.84,39.38,40.05,38.62,39.01666667,71.52,70.91,"71.14",71.19,6.94,5.94,6.44,6.44,"DEBS",NA,"YES",1.063137273,NA,2014-08-02,61.3924015157615,0.455816691923173,-0.353306891801668
"244",339,339,"VEKF022","5-Nov-13","2-Aug-14","C","F","S",3,274,9,"EWOKS","VEK1303","VKUF005",NA,NA,NA,NA,NA,NA,NA,NA,"6-Aug-14",488.25,13,0,-1.745672949,21.839555,"8:35:00","8:43:00","8:44:00",8,"5227",111.6560606,2.378,2.301,NA,112.26,"DEBS",63.74,63.57,63.37,63.56,58.09,57.78,58.19,58.02,58.55,58.69,58.43,58.55666667,50.87,"50.92",50.95,50.91333333,38.64,38.61,38.86,38.70333333,38.6,39.99,39.47,39.02,72.47,72.95,"72.5",72.64,6.33,5.92,5.66,5.97,"DEBS",NA,"YES",NA,78,2014-08-02,66.8067119778693,0.495005625834906,-0.353306891801668
"245",340,340,"VWM186","16-Feb-14","15-Aug-14","S","M","S",3,180,6,"WHISKERS","VW1402","VWF176",NA,NA,NA,NA,NA,NA,NA,NA,"15-Aug-14",400.6,6.7,0.2,1.652241916,23.76105969,"8:16:00","8:24:00","8:30:00",8,"5301",200.492,0.538,0.984,2399.758,96.5,"DEBS",61.63,61.64,61.42,61.56333333,57.39,56.62,56.54,56.85,56.18,56.13,55.83,56.04666667,51.71,"51.46",51.35,51.50666667,39.13,39.27,38.94,39.11333333,35.43,35.96,35.92,35.43666667,70.54,70.47,"70.84",70.62,15.18,14.67,15.08,14.97666667,"DEBS",NA,"YES",1.113270051,NA,2014-08-15,-5.93691589329599,-0.0315148323275455,-0.349961459467262
"246",341,341,"VJXM075","21-Feb-14","20-Aug-14","S","M","S",3,181,6,"JAXX","VJX1402","VJXF052",NA,NA,NA,NA,NA,NA,NA,NA,"21-Aug-14",481.5,12,0.2,3.731618138,24.35238625,"8:44:00","8:59:00","9:04:00",15,"5347",223.23,1.879,4.71,NA,110.26,"DEBS",64.85,64.14,63.86,64.28333333,58.46,58.53,58.22,58.40333333,55.85,56.17,56.78,56.26666667,51.78,"51.7",51.69,51.72333333,40.83,40.29,40.78,40.63333333,38.37,39.88,38.76,38.67,72.52,72.89,"72.28",72.56,15.55,15.32,15.97,15.61333333,"DEBS",NA,"YES",1.13944684,44,2014-08-20,40.0709556981134,0.301491457546955,-0.349961459467262
"247",342,342,"VJXM073","21-Feb-14","20-Aug-14","S","M","S",3,182,6,"JAXX","VJX1402","VJXF052",NA,NA,NA,NA,NA,NA,NA,NA,"22-Aug-14",453.75,12,0.2,3.773303732,24.20395844,"8:34:00","8:44:00","8:49:00",10,"5355",806.365,9.66,40.9,NA,NA,"DEBS",64.66,64.59,64.43,64.56,58.17,57.85,57.78,57.93333333,58.32,58.28,58.09,58.23,52.76,"52.62",52.6,52.66,31.81,39.48,39.16,36.81666667,38.1,38.58,37.72,37.8,72.56,72.36,"72.51",72.48,14.24,14.02,14.77,14.34333333,"DEBS",NA,"YES",0.975176992,41,2014-08-20,8.77187886869532,0.0749478446620764,-0.349961459467262
"248",344,344,"VBBM095","9-Mar-14","5-Sep-14","F","M","S",3,183,6,"BAOBAB","VBB1403","VBBF069",22,NA,NA,NA,NA,NA,NA,NA,"8-Sep-14",532.2,18.2,0,2.634433109,25.54901594,"7:45:00","7:54:00","7:56:00",9,"5555",319.371,0.315,2.566,NA,146.3,"DEBS",69.94,69.83,69.64,69.80333333,63.53,63.55,63.15,63.41,58.17,57.82,57.15,57.71333333,53.51,"53.61",53.49,53.53666667,42.73,42.28,42.12,42.37666667,39.1,40.02,39.08,39.06666667,75.08,74.55,"75.96",75.2,16.47,17.15,16.86,16.82666667,"DEBS",NA,"YES",1.049446168,NA,2014-09-05,19.9604598100914,0.155931113380609,-0.353306891801668
"249",345,345,"VBBM097","9-Mar-14","5-Sep-14","F","M","S",3,184,6,"BAOBAB","VBB1403","VBBF069",22,NA,NA,NA,NA,NA,NA,NA,"9-Sep-14",472.2,18.2,0,2.627851203,25.93429938,"7:34:00","7:46:00","7:48:00",12,"5577",158.488,0.264,0.928,NA,88.34,"DEBS",68.76,68.57,68.52,68.61666667,62.91,62.56,62.64,62.70333333,58.59,58.42,58.43,58.48,54.38,"54.55",54.18,54.37,44.18,43.8,43.71,43.89666667,39.48,39.67,38.74,38.96333333,74.5,74.36,"74.35",74.4,17,16.98,16.57,16.85,"DEBS",NA,"YES",1.059736486,NA,2014-09-05,-24.8169940579552,-0.168169377836399,-0.353306891801668
"250",346,346,"VBBM098","9-Mar-14","5-Sep-14","F","M","S",3,186,6,"BAOBAB","VBB1403","VBBF069",22,NA,NA,NA,NA,NA,NA,NA,"11-Sep-14",474.8,18.2,0,2.985185119,26.78446969,"7:25:00","7:37:00","7:42:00",12,"5578",171.612,1.292,2.472,NA,76.5,"DEBS",65.27,65.07,64.96,65.1,60.26,60.14,60.1,60.16666667,58.27,57.67,57.15,57.69666667,51.73,"51.84",51.87,51.81333333,40.05,39.88,39.84,39.92333333,39.21,39.79,39.29,39.09666667,73.4,73.01,"72.8",73.07,15.87,16.7,16.46,16.34333333,"DEBS",NA,"YES",1.013213083,NA,2014-09-05,22.8947651405194,0.177169699249625,-0.353306891801668
"251",347,347,"VBBM096","9-Mar-14","5-Sep-14","F","M","S",3,188,6,"BAOBAB","VBB1403","VBBF069",22,NA,NA,NA,NA,NA,NA,NA,"13-Sep-14",532,18.2,0,2.825548681,27.31837188,"7:38:00","7:47:00","7:54:00",9,"5623",419.15,1.009,4.543,NA,164.88,"DEBS",65.67,65.5,65.42,65.53,60.99,60.66,60.5,60.71666667,57.81,57.44,57.49,57.58,52.05,"51.98",51.96,51.99666667,41.97,41.77,41.78,41.84,39.71,40.5,39.2,39.47,75.27,75.37,"75.68",75.44,17.16,16.43,16.84,16.81,"DEBS",NA,"YES",1.018211543,NA,2014-09-05,74.5787301347494,0.551259715444719,-0.353306891801668
"252",348,348,"VBBF093","15-Dec-13","11-Sep-14","C","F","S",3,274,9,"BAOBAB","VBB1304","VBBF069",NA,NA,NA,NA,NA,NA,NA,NA,"15-Sep-14",638.6,18,0,3.327256806,27.80138281,"7:06:00","7:17:00","7:21:00",11,"5647",310.482,0.976,0.178,NA,178.76,"DEBS",69.57,69.05,68.79,69.13666667,62.72,62.55,62.5,62.59,62.41,62.58,62.75,62.58,54.21,"54.2",53.7,54.03666667,42.69,42.72,42.24,42.55,41.52,43.04,41.56,41.70666667,76.92,77.19,"77.17",77.09,7.57,7.48,7.28,7.443333333,"DEBS",NA,"YES",NA,25,2014-09-11,150.492359642229,1.10072473607639,-0.353306891801668
"253",349,349,"VBBM092","15-Dec-13","11-Sep-14","C","M","S",3,274,9,"BAOBAB","VBB1304","VBBF069",NA,NA,NA,NA,NA,NA,NA,NA,"15-Sep-14",579.4,18,0,3.327256806,27.80138281,"7:29:00","7:39:00","7:46:00",10,"5646",280.128,0.713,2.746,NA,42.14,"DEBS",64.43,64.03,63.66,64.04,56.31,56.34,56.54,56.39666667,61.21,62,61.35,61.52,53.52,"53.86",53.73,53.70333333,44.18,44.94,44.85,44.65666667,41.51,42.69,40.51,41.23666667,75.42,74.91,"75.17",75.17,19.2,18.86,18.27,18.77666667,"DEBS",NA,"YES",1.071583259,NA,2014-09-11,141.092432829161,1.03268779707363,-0.353306891801668
"254",352,352,"VBBM094","15-Dec-13","11-Sep-14","C","M","S",3,275,9,"BAOBAB","VBB1304","VBBF069",NA,NA,NA,NA,NA,NA,NA,NA,"16-Sep-14",626.4,18,0,2.6984898,26.87359065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEBS",68.88,68.59,68.35,68.60666667,62.07,62.27,62.13,62.15666667,61.57,61.22,61.23,61.34,56.29,"56.44",56.18,56.30333333,44.87,45.23,45.64,45.24666667,41.31,41.94,40.52,40.92333333,77.05,77.06,"76.54",76.88,19.66,20.63,19.68,19.99,"DEBS",NA,"YES",1.198040947,NA,2014-09-11,129.5112858259,0.948863123976446,-0.353306891801668
"255",353,353,"VBBM091","15-Dec-13","11-Sep-14","C","M","S",3,275,9,"BAOBAB","VBB1304","VBBF069",NA,NA,NA,NA,NA,NA,NA,NA,"16-Sep-14",601.25,18,0,3.784417338,28.19887594,"7:08:00","7:17:00","7:21:00",9,"5673",38.42025,1.324,6.328,NA,99.5,"DEBS",68.63,67.84,67.51,67.99333333,60.84,60.8,60.84,60.82666667,61.15,60.79,60.48,60.80666667,55.25,"55.13",54.92,55.1,42.99,43.18,44.03,43.4,42.2,42.6,40.8,41.53333333,78.4,77.76,"78.23",78.13,NA,NA,NA,NA,"DEBS",NA,"YES",NA,38,2014-09-11,112.229118787867,0.823774304883989,-0.353306891801668
"256",354,354,"VBBF088","27-Sep-13","22-Sep-14","S","F","S",3,361,12,"BAOBAB","VBB1303","VBBF083",NA,NA,NA,NA,NA,NA,NA,NA,"23-Sep-14",675.6,18.1,1.4,4.411515917,29.091305,"7:37:00","7:44:00","7:48:00",7,"5769",216.272,0.08,0.022,1422.249,113.54,"DEBS",69.29,69.18,69.16,69.21,65.06,64.63,64.87,64.85333333,66.34,66.21,66.37,66.30666667,54.61,"54.35",54.14,54.36666667,42.2,42.22,42.23,42.21666667,44.5,45.15,44.16,44.27,80.34,80.38,"80.39",80.37,9.92,9.74,9.28,9.646666667,"SKY",NA,"YES",NA,10,2014-09-22,186.615721457027,1.36218666160451,-0.329888865460827
"257",355,355,"VBBM089","27-Sep-13","22-Sep-14","S","M","S",3,361,12,"BAOBAB","VBB1303","VBBF083",NA,NA,NA,NA,NA,NA,NA,NA,"23-Sep-14",694.8,18.1,1.4,4.411515917,29.091305,"8:01:00","8:08:00","8:12:00",7,"5763",290.91,0.993,11.424,3473.5785,113.74,"DEBS",71.2,71.13,70.95,71.09333333,64.62,65.07,64.72,64.80333333,65.43,64.64,65.01,65.02666667,57.29,"57.32",57.31,57.30666667,46.12,46.51,46.51,46.38,43.83,44.76,43.59,43.72666667,81.97,81.97,"81.54",81.83,17.92,18.28,17.66,17.95333333,"DEBS",NA,"YES",1.049237319,14,2014-09-22,166.012354792782,1.21305890466942,-0.329888865460827
"258",356,356,"VBBM090","27-Sep-13","22-Sep-14","S","M","S",3,361,12,"BAOBAB","VBB1303","VBBF083",NA,NA,NA,NA,NA,NA,NA,NA,"23-Sep-14",677,18.1,1.4,4.411515917,29.091305,"7:39:00","7:45:00","7:51:00",6,"5766",251.622,0.616,1.732,3728.431,76.42,"DEBS",67.36,66.76,67.62,67.24666667,61.94,62.21,62.38,62.17666667,63.46,63.53,62.78,63.25666667,56.01,"55.5",55.38,55.63,41.7,41.72,41.81,41.74333333,43.31,43.77,42.82,42.96666667,80.63,81.92,"83.9",82.15,18.22,18,19.1,18.44,"DEBS",NA,"YES",1.119512935,20,2014-09-22,197.557350030195,1.44138248202181,-0.329888865460827
"259",357,357,"VVHM071","2-Jan-14","29-Sep-14","C","M","S",3,267,9,"VAN HELSING","VVH1401","VVHF035",NA,NA,NA,NA,NA,NA,NA,NA,"26-Sep-14",541.6,15.9,1.6,5.892410105,29.78560688,"7:35:00","7:42:00","7:43:00",7,"5826",1208.551,5.452,11.452,NA,147.14,"DEBS",64.64,64.11,63.18,63.97666667,58.17,58.59,58.33,58.36333333,60.46,59.46,60.85,60.25666667,51.91,"51.82",51.79,51.84,39.97,39.95,40.01,39.97666667,40.75,40.89,40.01,40.21666667,75.8,75.42,"75.65",75.62,15.38,15.81,15.27,15.48666667,"DEBS",NA,"YES",1.126929004,60,2014-09-29,104.104872050817,0.764970774741223,-0.326543433126421
"260",358,358,"VVHF072","2-Jan-14","29-Sep-14","C","F","S",3,267,9,"VAN HELSING","VVH1401","VVHF035",NA,NA,NA,NA,NA,NA,NA,NA,"26-Sep-14",574.4,15.9,1.6,5.892410105,29.78560688,"7:16:00","7:23:00","7:27:00",7,"5827",375.902,0.245,0.149,NA,185.04,"DEBS",62.72,63.27,62.72,62.90333333,57.97,57.51,57.48,57.65333333,59.12,59.14,59.3,59.18666667,51.75,"51.68",51.57,51.66666667,40.44,40.54,40.41,40.46333333,40.45,40.74,39.99,40.06,76.64,77.3,"76.9",76.95,6.81,6.48,6.24,6.51,"DEBS",NA,"YES",1.132852387,63,2014-09-29,160.806608851112,1.17537956671917,-0.326543433126421
"261",359,359,"VVHF070","2-Jan-14","29-Sep-14","C","F","S",3,268,9,"VAN HELSING","VVH1401","VVHF035",NA,NA,NA,NA,NA,NA,NA,NA,"27-Sep-14",591.3333333,15.9,1.6,6.238201667,29.45751031,"7:09:00","7:19:00","7:22:00",10,"5840",658.77,2.113,3.034,NA,158.8,"DEBS",64.25,63.86,63.76,63.95666667,57.47,57.61,57.93,57.67,61.2,60.35,60.24,60.59666667,52.16,"51.72",51.51,51.79666667,39.61,39.47,39.17,39.41666667,42.33,42.69,40.94,41.65333333,77.25,76.86,"77.26",77.12,6.79,6.92,6.97,6.893333333,"DEBS",NA,"YES",1.016372987,57,2014-09-29,165.148229384347,1.20680434025912,-0.326543433126421
"262",360,360,"VVHF073","2-Jan-14","29-Sep-14","C","F","S",3,268,9,"VAN HELSING","VVH1401","VVHF035",NA,NA,NA,NA,NA,NA,NA,NA,"27-Sep-14",503,15.9,1.6,6.238201667,29.45751031,"8:35:00","8:46:00","8:30:00",11,"5839",394.14,0.706,0.568,NA,88.1,"DEBS",64.7,64.69,64.62,64.67,58.77,58.83,58.76,58.78666667,59.16,59.75,59.68,59.53,52.08,"52.26",51.63,51.99,39.78,40.01,39.81,39.86666667,38.04,39.8,38.06,38.3,75.3,75.69,"75.54",75.51,6.93,6.79,6.69,6.803333333,"DEBS",NA,"YES",1.039928096,NA,2014-09-29,68.287597025987,0.505724314149459,-0.326543433126421
"265",364,364,"VLM211","8-Jan-14","5-Oct-14","S","M","S",3,275,9,"LAZULI","VL1401","VLF194",NA,NA,NA,NA,NA,NA,NA,NA,"10-Oct-14",511.6,7,1.6,8.757853389,30.34392969,"7:21:00","7:29:00","7:35:00",8,"5992",394.496,0.775,1.752,NA,NA,"DEBS",64.9,64.73,64.6,64.74333333,60.38,60.56,60.16,60.36666667,61.43,61.56,61.66,61.55,58.98,"58.87",58.82,58.89,44.48,43.85,44,44.11,41.4,42.6,40.25,41.08333333,77.1,77.34,"77.19",77.21,17.22,17.96,17.22,17.46666667,"DEBS",NA,"YES",NA,NA,2014-10-05,64.2700810407783,0.476645418593776,-0.326543433126421
"266",366,366,"VLM210","8-Jan-14","5-Oct-14","S","M","S",3,279,9,"BAOBAB","VL1401","VLF194",NA,NA,NA,NA,NA,NA,NA,NA,"14-Oct-14",544.2,19.1,1.6,9.190545858,30.61765281,"6:38:00","6:44:00","6:48:00",6,"6039",220.287,0.833,1.73,2402.708,NA,"DEBS",64.79,65.16,65.13,65.02666667,60.49,59.32,59.55,59.78666667,60.78,60.81,61.72,61.10333333,57.32,"57.64",57.36,57.44,41.8,42.09,42.89,42.26,39.87,40.34,40.23,39.81333333,78.6,78.75,"79.54",78.96,16.37,16.52,16.45,16.44666667,"KEN",NA,"YES",0.985301885,NA,2014-10-05,93.2354842460302,0.68629783507072,-0.326543433126421
"267",368,368,"VEKM024","24-Jan-14","21-Oct-14","F","M","S",3,273,9,"EWOKS","VEK1401","VKUF005",17,NA,NA,NA,NA,NA,NA,NA,"24-Oct-14",494.3333333,12.9,1.4,8.988985372,30.99616375,"6:33:00","6:41:00","6:48:00",8,"6151",695.942,4.818,13.108,NA,89.52,"DEBS",67.28,66.99,67.01,67.09333333,59.46,59.69,59.83,59.66,58.94,58.25,59.03,58.74,52.82,"52.73",52.87,52.80666667,40.71,40.55,40.27,40.51,41.75,41.53,40.44,40.90666667,73.13,73.02,"73.23",73.13,18.07,18.25,17.49,17.93666667,"DEBS",NA,"YES",1.117271263,NA,2014-10-21,16.8576416348269,0.133472826723138,-0.329888865460827
"268",369,369,"VEKF025","24-Jan-14","21-Oct-14","F","F","S",3,274,9,"EWOKS","VEK1401","VKUF005",17,NA,NA,NA,NA,NA,NA,NA,"25-Oct-14",457,12.9,0.2,8.947251934,31.23783625,"6:26:00","6:37:00","6:40:00",11,"6174",214.393,0.227,0.123,NA,79.42,"DEBS",63.34,63.14,63.28,63.25333333,57.97,57.61,57.58,57.72,57.92,57.71,57.83,57.82,49.94,"49.88",50.09,49.97,39.09,39.04,38.9,39.01,38.79,39.72,38.39,38.63333333,69.41,70.15,"69.9",69.82,5.34,4.82,4.16,4.773333333,"DEBS",NA,"YES",1.108445512,NA,2014-10-21,39.2226536861045,0.295351423332356,-0.349961459467262
"270",374,374,"VEKF021","5-Nov-13","31-Oct-14","C","F","S",3,365,12,"EWOKS","VEK1303","VKUF005",NA,NA,NA,NA,NA,NA,NA,NA,"5-Nov-14",482,14.3,5.000001,12.40841022,32.88189594,"6:29:00","6:37:00","6:40:00",8,"6270",1102.101,9.269333333,10.563,3067.14,99.16,"DEBS",65.78,64.33,65.79,65.3,57.01,57,57.04,57.01666667,59.76,60.59,60.57,60.30666667,54.24,"54.09",54.09,54.14,40.7,40.71,40.66,40.69,40.13,40.89,39.66,39.89333333,73.23,72.04,"73.7",72.99,5.78,5.6,5.99,5.79,"DEBS",NA,"YES",1.021635435,35,2014-10-31,39.7564777289728,0.299215257015863,-0.269671066714359
"271",375,375,"VEKF023","5-Nov-13","31-Oct-14","C","F","S",3,366,12,"EWOKS","VEK1303","VKUF005",NA,NA,NA,NA,NA,NA,NA,NA,"6-Nov-14",487.25,14.3,5.000001,12.41885553,32.97413906,"6:34:00","6:47:00","6:49:00",13,"6315",NA,1.376,7.776,1388.121,NA,"DEBS",63.12,64.01,64.33,63.82,57.24,56.74,56.98,56.98666667,59.78,59.69,59.6,59.69,51.86,"51.63",52.02,51.83666667,40.34,40.36,40.55,40.41666667,39.2,40.02,39.41,39.21,72.01,72.17,"72.28",72.15,4.28,4.27,4.39,4.313333333,"DEBS",NA,"YES",NA,80,2014-10-31,62.6986309981492,0.465271218259832,-0.269671066714359
"272",376,376,"VEKF022","5-Nov-13","31-Oct-14","C","F","S",3,368,12,"EWOKS","VEK1303","VKUF005",NA,NA,NA,NA,NA,NA,NA,NA,"8-Nov-14",522.2,14.3,5.000001,12.44222678,33.17775063,"6:18:00","6:24:00","6:28:00",6,"6316",562.904,4.332,6.866,2430.3125,114.28,"DEBS",65.51,65.35,65.29,65.38333333,58.92,59.23,59.26,59.13666667,60.27,60.31,60.17,60.25,51.92,"52.05",52.16,52.04333333,40.72,40.29,40.1,40.37,39.96,41.18,40.49,40.21,74.39,74.31,"74.97",74.56,6.06,5.69,6.2,5.983333333,"DEBS",NA,"YES",NA,79,2014-10-31,78.9602979676277,0.582973628681528,-0.269671066714359
"273",377,377,"VWM186","16-Feb-14","13-Nov-14","S","M","S",3,275,9,"WHISKERS","VW1402","VWF176",NA,NA,NA,NA,NA,NA,NA,NA,"18-Nov-14",455.6,6.8,14.799998,13.24756341,33.33409625,"6:33:00","6:42:00","6:46:00",9,"6410",357.498,0.596,0.988,NA,96.32,"DEBS",65.28,65.13,64.82,65.07666667,59.32,59.22,58.43,58.99,59.88,59.9,60.06,59.94666667,53.03,"53.43",53.25,53.23666667,40.21,40.07,40.09,40.12333333,37.63,38.56,37.39,37.52666667,74.09,73.73,"73.94",73.92,15.1,14.13,15.49,14.90666667,"DEBS",NA,"YES",0.929047263,NA,2014-11-13,3.99408482675466,0.0403660347965612,-0.105744932509955
"274",378,378,"VJXM073","21-Feb-14","18-Nov-14","S","M","S",3,272,9,"JAXX","VJX1402","VJXF052",NA,NA,NA,NA,NA,NA,NA,NA,"20-Nov-14",552.375,8,14.799998,13.79901747,33.5369925,"6:15:00","6:24:00","6:39:00",9,"6415",1892.062,7.874,27.642,NA,156.56,"DEBS",67,67.09,67.04,67.04333333,60.47,60.16,60.48,60.37,62.89,61.03,61.51,61.81,53.23,"53.24",53.14,53.20333333,42.02,41.6,41.46,41.69333333,40.2,40.5,39.27,39.65666667,74.8,74.66,"74.39",74.62,19.95,19.96,19.7,19.87,"DEBS",NA,"YES",0.982147153,43,2014-11-18,75.5407077541024,0.558222536955089,-0.105744932509955
"275",379,379,"VJXM075","21-Feb-14","18-Nov-14","S","M","S",3,273,9,"JAXX","VJX1402","VJXF052",NA,NA,NA,NA,NA,NA,NA,NA,"21-Nov-14",585.25,8,14.799998,13.94701622,33.54548219,"6:12:00","6:22:00","6:32:00",10,"6428",1102.902,6.608,26.152,NA,208.24,"DEBS",66.95,66.67,67.86,67.16,62.73,61.82,61.53,62.02666667,63.23,62.66,62.54,62.81,52.48,"52.28",52.27,52.34333333,41.24,41.15,40.98,41.12333333,40.98,42.01,40.63,40.87333333,76.84,76.83,"76.69",76.79,19.79,18.8,19.92,19.50333333,"DEBS",NA,"YES",NA,45,2014-11-18,106.919109066366,0.785340302714573,-0.105744932509955
"276",381,381,"VBBM095","9-Mar-14","4-Dec-14","F","M","S",3,274,9,"BAOBAB","VBB1403","VBBF069",22,NA,NA,NA,NA,NA,NA,NA,"8-Dec-14",570.4285714,15.8,13.199997,14.64899747,34.67052,"5:53:00","6:02:00","6:17:10",9,"6621",223.75,0.914,6.332,NA,NA,"DEBS",71.77,70.97,70.97,71.23666667,65.76,65.58,65.66,65.66666667,61.82,61.32,62.36,61.83333333,56.47,"56.66",56.23,56.45333333,42.71,42.86,42.91,42.82666667,41.32,41.45,40.15,40.64,78.68,78.81,"79.1",78.86,17.5,18.91,19.4,18.60333333,"DEBS",NA,"YES",1.132683755,NA,2014-12-04,39.8022477720053,0.299546541895829,-0.132508407912364
"277",382,382,"VBBM098","9-Mar-14","4-Dec-14","F","M","S",3,274,9,"BAOBAB","VBB1403","VBBF069",22,NA,NA,NA,NA,NA,NA,NA,"8-Dec-14",556.5714286,15.8,13.199997,14.64899747,34.67052,"6:38:00","6:47:00","6:48:00",9,"6618",366.112,0.604,3.322,NA,116.94,"DEBS",68.1,68.27,68.09,68.15333333,62.31,62.27,62.26,62.28,63.09,62.52,62.23,62.61333333,54.71,"55.22",54.97,54.96666667,40.94,40.91,40.6,40.81666667,40.6,41.78,39.91,40.43,76.46,75.91,"75.86",76.08,18.17,19.09,18.48,18.58,"DEBS",NA,"YES",NA,NA,2014-12-04,65.498069246185,0.485533632330846,-0.132508407912364
